"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"6070","Indigo Prophecy","PC","2005","Adventure","Atari",0,0.02,0,0,0.02
"6071","Iron Phoenix","XB","2005","Fighting","Sega",0.02,0,0,0,0.02
"6072","The Sims: Complete Collection","PC","2005","Simulation","Electronic Arts",0.01,0.01,0,0,0.02
"6073","Sacred Gold","PC","2005","Role-Playing","Encore",0,0.02,0,0,0.02
"6074","Kao Challengers","PSP","2005","Platform","Atari",0.02,0,0,0,0.02
"6075","Nicktoons Collection: Game Boy Advance Video Volume 3","GBA","2005","Misc","N/A",0.01,0.01,0,0,0.02
"6076","Shonen Jump's Shaman King: Master of Spirits 2","GBA","2005","Role-Playing","Konami Digital Entertainment",0.01,0.01,0,0,0.02
"6077","Chicago Enforcer","XB","2005","Shooter","Kemco",0.02,0,0,0,0.02
"6078","Motocross Mania 3","XB","2005","Racing","Take-Two Interactive",0.01,0,0,0,0.02
"6079","Pump It Up: Exceed","XB","2005","Misc","Mastiff",0.01,0,0,0,0.02
"6080","Heroes of the Pacific","PC","2005","Simulation","Codemasters",0,0.02,0,0,0.02
"6081","Starship Troopers","PC","2005","Shooter","Empire Interactive",0,0.02,0,0,0.02
"6082","Rainbow Islands Revolution","DS","2005","Platform","Rising Star Games",0.01,0,0,0,0.02
"6083","Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","XB","2005","Platform","Global Star",0.01,0,0,0,0.02
"6084","Elf Bowling 1 & 2","DS","2005","Sports","Ignition Entertainment",0.02,0,0,0,0.02
"6085","Red Ninja: End of Honor","XB","2005","Action","Vivendi Games",0.01,0,0,0,0.02
"6086","TMNT: Mutant Melee","XB","2005","Fighting","Konami Digital Entertainment",0.01,0,0,0,0.02
"6087","Ultimate Puzzle Games","GBA","2005","Puzzle","Telegames",0.01,0,0,0,0.02
"6088","Golden Nugget Casino DS","DS","2005","Misc","Majesco Entertainment",0.02,0,0,0,0.02
"6089","Top Gear RPM Tuning","XB","2005","Racing","Wanadoo",0.01,0,0,0,0.02
"6090","Namco Museum 50th Anniversary (JP sales)","PS2","2005","Misc","Namco Bandai Games",0,0,0.02,0,0.02
"6091","LEGO Star Wars: The Video Game","PC","2005","Action","Eidos Interactive",0,0.01,0,0,0.02
"6092","The Incredibles: Rise of the Underminer","PC","2005","Action","THQ",0.01,0,0,0,0.02
"6093","LifeSigns: Surgical Unit","DS","2005","Simulation","JoWood Productions",0.01,0.01,0,0,0.02
"6094","Kao the Kangaroo Round 2","GC","2005","Platform","JoWood Productions",0.01,0,0,0,0.02
"6095","Sniper Elite","PC","2005","Shooter","MC2 Entertainment",0,0.01,0,0,0.02
"6096","Dragon Booster","DS","2005","Shooter","Konami Digital Entertainment",0.02,0,0,0,0.02
"6097","Kao the Kangaroo Round 2","PS2","2005","Platform","JoWood Productions",0.01,0.01,0,0,0.02
"6098","Rayman 10th Anniversary","GBA","2005","Platform","Ubisoft",0.01,0,0,0,0.02
"6099","Space Invaders Revolution","DS","2005","Shooter","Rising Star Games",0.01,0,0,0,0.02
"6100","Serious Sam II","PC","2005","Shooter","Take-Two Interactive",0,0.01,0,0,0.01
"6101","Codename: Panzers Phase Two","PC","2005","Strategy","CDV Software Entertainment",0,0.01,0,0,0.01
"6102","Alfa Romeo Racing Italiano","PS2","2005","Racing","Black Bean Games",0.01,0.01,0,0,0.01
"6103","SeaWorld Adventure Parks: Shamu's Deep Sea Adventure","XB","2005","Adventure","Activision",0.01,0,0,0,0.01
"6104","World Poker Tour","GBA","2005","Misc","Take-Two Interactive",0.01,0,0,0,0.01
"6105","Aeon Flux","XB","2005","Action","THQ",0.01,0,0,0,0.01
"6106","Wallace & Gromit: Curse of the Were-Rabbit","XB","2005","Adventure","Konami Digital Entertainment",0.01,0,0,0,0.01
"6107","Super Robot Monkey Team: Game Boy Advance Video Volume 1","GBA","2005","Misc","N/A",0.01,0,0,0,0.01
"6108","Rainbow Islands: Revolution","PSP","2005","Action","Rising Star Games",0.01,0,0,0,0.01
"6109","Whac-A-Mole","GBA","2005","Puzzle","Zoo Digital Publishing",0.01,0,0,0,0.01
"6110","World Snooker Challenge 2005","PSP","2005","Sports","Sega",0,0.01,0,0,0.01
"6111","Shin Sangoku Musou 4 Special","X360","2005","Action","Tecmo Koei",0,0,0.01,0,0.01
"6112","Colin McRae Rally 2005 plus","PSP","2005","Racing","Codemasters",0,0,0.01,0,0.01
"6113","Snood 2: On Vacation","GBA","2005","Puzzle","Zoo Digital Publishing",0.01,0,0,0,0.01
"6114","Wii Sports","Wii","2006","Sports","Nintendo",41.49,29.02,3.77,8.46,82.74
"6115","New Super Mario Bros.","DS","2006","Platform","Nintendo",11.38,9.23,6.5,2.9,30.01
"6116","Wii Play","Wii","2006","Misc","Nintendo",14.03,9.2,2.93,2.85,29.02
"6117","Pokemon Diamond/Pokemon Pearl","DS","2006","Role-Playing","Nintendo",6.42,4.52,6.04,1.37,18.36
"6118","The Legend of Zelda: Twilight Princess","Wii","2006","Action","Nintendo",3.83,2.19,0.6,0.7,7.31
"6119","Gears of War","X360","2006","Shooter","Microsoft Game Studios",3.54,1.9,0.07,0.6,6.11
"6120","Final Fantasy XII","PS2","2006","Role-Playing","Square Enix",1.88,0,2.33,1.74,5.95
"6121","Cooking Mama","DS","2006","Simulation","505 Games",3.13,1.94,0.07,0.58,5.72
"6122","Guitar Hero II","PS2","2006","Misc","RedOctane",3.81,0.63,0,0.68,5.12
"6123","Grand Theft Auto: Vice City Stories","PSP","2006","Action","Take-Two Interactive",1.7,2.02,0.16,1.21,5.08
"6124","Madden NFL 07","PS2","2006","Sports","Electronic Arts",3.63,0.24,0.01,0.61,4.49
"6125","Winning Eleven: Pro Evolution Soccer 2007","PS2","2006","Sports","Konami Digital Entertainment",0.1,2.39,1.05,0.86,4.39
"6126","The Elder Scrolls IV: Oblivion","X360","2006","Role-Playing","Take-Two Interactive",2.82,1.05,0.13,0.4,4.39
"6127","Resistance: Fall of Man","PS3","2006","Shooter","Sony Computer Entertainment",1.73,1.73,0.14,0.75,4.35
"6128","Daxter","PSP","2006","Platform","Sony Computer Entertainment",2.45,1.02,0,0.75,4.22
"6129","FIFA Soccer 07","PS2","2006","Sports","Electronic Arts",0.71,2.48,0.03,0.89,4.11
"6130","MotorStorm","PS3","2006","Racing","Sony Computer Entertainment",1.53,1.61,0.06,0.67,3.88
"6131","Grand Theft Auto: Liberty City Stories","PS2","2006","Action","Take-Two Interactive",1.56,1.4,0.07,0.5,3.54
"6132","Clubhouse Games","DS","2006","Misc","Nintendo",0.59,1.83,0.73,0.35,3.5
"6133","English Training: Have Fun Improving Your Skills!","DS","2006","Misc","Nintendo",0,0.99,2.32,0.02,3.33
"6134","Personal Trainer: Cooking","DS","2006","Misc","Nintendo",0.91,1,1.03,0.17,3.12
"6135","WarioWare: Smooth Moves","Wii","2006","Puzzle","Nintendo",0.87,1.06,0.73,0.26,2.92
"6136","Yoshi's Island DS","DS","2006","Platform","Nintendo",1.47,0.07,1.1,0.15,2.8
"6137","Call of Duty 3","X360","2006","Shooter","Activision",1.49,0.93,0.02,0.27,2.71
"6138","LEGO Star Wars II: The Original Trilogy","PS2","2006","Action","LucasArts",1.85,0.64,0.01,0.19,2.69
"6139","Hannah Montana","DS","2006","Action","Disney Interactive Studios",1.59,0.8,0,0.26,2.65
"6140","Medal of Honor Heroes","PSP","2006","Shooter","Electronic Arts",0.86,1.11,0.01,0.66,2.65
"6141","Pac-Man: Adventures in Time","PSP","2006","Fighting","Sony Computer Entertainment",0.76,1.1,0.12,0.65,2.63
"6142","WWE SmackDown vs. RAW 2007","PS2","2006","Fighting","THQ",1.4,0.88,0.03,0.26,2.58
"6143","Marvel: Ultimate Alliance","X360","2006","Role-Playing","Activision",2.29,0.02,0,0.19,2.5
"6144","Need for Speed Carbon: Own the City","PSP","2006","Racing","Electronic Arts",0.87,0.98,0,0.59,2.44
"6145","Super Monkey Ball: Banana Blitz","Wii","2006","Misc","Sega",1.07,0.92,0.04,0.24,2.27
"6146","Devil May Cry 3: Dante's Awakening Special Edition","PS2","2006","Action","Capcom",1.06,0.82,0.05,0.28,2.21
"6147","Saints Row","X360","2006","Action","THQ",1.17,0.78,0.02,0.22,2.19
"6148","Pokemon Ranger","DS","2006","Role-Playing","Nintendo",1.29,0.04,0.73,0.12,2.18
"6149","Tetris DS","DS","2006","Puzzle","Nintendo",0.64,0.07,1.35,0.08,2.13
"6150","Final Fantasy III","DS","2006","Role-Playing","Square Enix",0.91,0.05,1.07,0.09,2.12
"6151","Dead Rising","X360","2006","Action","Capcom",1.16,0.65,0.08,0.2,2.09
"6152","The Sims 2: Pets","DS","2006","Simulation","Electronic Arts",0.92,0.94,0,0.22,2.09
"6153","SOCOM: U.S. Navy SEALs: Combined Assault","PS2","2006","Shooter","Sony Computer Entertainment",1.74,0.02,0,0.28,2.04
"6154","Kirby Squeak Squad","DS","2006","Platform","Nintendo",0.79,0.03,1.05,0.08,1.96
"6155","Tom Clancy's Rainbow Six: Vegas","X360","2006","Shooter","Ubisoft",1.09,0.65,0.02,0.2,1.96
"6156","Madden NFL 07","X360","2006","Sports","Electronic Arts",1.66,0,0.01,0.13,1.8
"6157","Dragon Quest Monsters: Joker","DS","2006","Role-Playing","Square Enix",0.23,0.03,1.49,0.03,1.78
"6158","Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS","DS","2006","Misc","Nintendo",0,0,1.71,0,1.71
"6159","NCAA Football 07","PS2","2006","Sports","Electronic Arts",1.41,0.05,0,0.23,1.7
"6160","World Championship Poker: Featuring Howard Lederer - All In","PS2","2006","Misc","Oxygen Interactive",0.82,0.64,0,0.22,1.68
"6161","Fight Night Round 3","PS3","2006","Fighting","Electronic Arts",0.81,0.59,0.01,0.26,1.67
"6162","Need for Speed Carbon","X360","2006","Racing","Electronic Arts",0.76,0.7,0.02,0.18,1.66
"6163","Viva Pinata","X360","2006","Simulation","Microsoft Game Studios",0.45,0.96,0.02,0.2,1.63
"6164","Mario Hoops 3 on 3","DS","2006","Sports","Nintendo",0.99,0.04,0.49,0.1,1.62
"6165","Pokemon Battle Revolution","Wii","2006","Role-Playing","Nintendo",0.8,0.38,0.3,0.13,1.61
"6166","The Legend of Zelda: Twilight Princess","GC","2006","Action","Nintendo",1.15,0.36,0.04,0.04,1.59
"6167","Fight Night Round 3","PS2","2006","Fighting","Electronic Arts",1.07,0.4,0,0.1,1.56
"6168","Tom Clancy's Ghost Recon Advanced Warfighter","X360","2006","Shooter","Ubisoft",1.4,0.02,0.02,0.1,1.54
"6169","Call of Duty 3","PS3","2006","Shooter","Activision",0.6,0.63,0.03,0.26,1.52
"6170","Buzz! The BIG Quiz","PS2","2006","Misc","Sony Computer Entertainment",0,1.1,0,0.39,1.49
"6171","Bratz: Forever Diamondz","DS","2006","Adventure","THQ",0.43,0.88,0,0.18,1.48
"6172","Dirge of Cerberus: Final Fantasy VII","PS2","2006","Shooter","Square Enix",0.47,0.37,0.52,0.12,1.48
"6173","Fight Night Round 3","X360","2006","Fighting","Electronic Arts",1.33,0.03,0.01,0.1,1.47
"6174","SNK vs. Capcom: The Match of the Millennium","PSP","2006","Fighting","Sega",0.53,0.58,0,0.35,1.46
"6175","Sonic Rivals","PSP","2006","Racing","Sega",0.73,0.42,0,0.28,1.44
"6176","Rayman Raving Rabbids","Wii","2006","Misc","Ubisoft",1.23,0.07,0.02,0.11,1.44
"6177","LEGO Star Wars II: The Original Trilogy","PSP","2006","Action","LucasArts",0.58,0.51,0,0.32,1.41
"6178","Ridge Racer 7","PS3","2006","Racing","Namco Bandai Games",0.24,0.7,0.16,0.26,1.37
"6179","Lost Planet: Extreme Condition","X360","2006","Shooter","Capcom",1.09,0.04,0.1,0.11,1.34
"6180","Need for Speed Carbon","PS2","2006","Racing","Electronic Arts",1.22,0.05,0.05,0.01,1.34
"6181","NBA Live 07","PS2","2006","Sports","Electronic Arts",1.07,0.04,0.02,0.17,1.3
"6182","Need for Speed Carbon","Wii","2006","Racing","Electronic Arts",0.46,0.66,0.02,0.15,1.29
"6183","Need for Speed Carbon","PS3","2006","Racing","Electronic Arts",0.49,0.52,0.03,0.21,1.26
"6184","Black","PS2","2006","Shooter","Electronic Arts",1.01,0.04,0.03,0.16,1.25
"6185","Parfait: Chocolat Second Style","PS2","2006","Adventure","Alchemist",0.59,0.46,0.01,0.15,1.22
"6186","Cars","PSP","2006","Racing","THQ",0.72,0.29,0,0.21,1.22
"6187","Cars","PS2","2006","Racing","THQ",1.01,0.04,0,0.16,1.21
"6188","FIFA Soccer 07","PSP","2006","Sports","Electronic Arts",0.24,0.65,0,0.32,1.21
"6189","Mario vs. Donkey Kong 2: March of the Minis","DS","2006","Puzzle","Nintendo",0.74,0.03,0.36,0.07,1.2
"6190","Metal Gear Solid: Portable Ops","PSP","2006","Action","Konami Digital Entertainment",0.38,0.35,0.38,0.09,1.19
"6191","Scarface: The World is Yours","PS2","2006","Action","Vivendi Games",0.99,0.04,0,0.16,1.19
"6192","Sonic the Hedgehog","PS3","2006","Platform","Sega",0.41,0.07,0.04,0.66,1.18
"6193","Midnight Club 3: DUB Edition Remix","PS2","2006","Racing","Take-Two Interactive",0.97,0.04,0,0.16,1.16
"6194","Cars","GBA","2006","Racing","THQ",0.81,0.3,0,0.02,1.13
"6195","SingStar Legends","PS2","2006","Misc","Sony Computer Entertainment",0.12,0.75,0,0.23,1.1
"6196","SingStar Rocks!","PS2","2006","Misc","Sony Computer Entertainment",0,0.84,0,0.25,1.1
"6197","Yakuza 2","PS2","2006","Adventure","Sega",0.05,0.04,0.84,0.16,1.09
"6198","LEGO Star Wars II: The Original Trilogy","DS","2006","Action","LucasArts",0.96,0.04,0,0.08,1.09
"6199","The Godfather","PS2","2006","Action","Electronic Arts",0.89,0.03,0.01,0.15,1.09
"6200","Call of Duty 3","PS2","2006","Shooter","Activision",0.89,0.03,0,0.15,1.07
"6201","Mortal Kombat: Armageddon","PS2","2006","Fighting","Midway Games",0.88,0.04,0,0.14,1.06
"6202","SOCOM: U.S. Navy SEALs Fireteam Bravo 2","PSP","2006","Shooter","Sony Computer Entertainment",0.81,0.11,0,0.13,1.05
"6203","Sonic the Hedgehog","X360","2006","Platform","Sega",0.44,0.49,0,0.11,1.05
"6204","Dance Dance Revolution SuperNOVA","PS2","2006","Simulation","Konami Digital Entertainment",0.87,0.03,0,0.14,1.04
"6205","Madden NFL 07","XB","2006","Sports","Electronic Arts",0.97,0.03,0,0.03,1.02
"6206","Oshare Majo Love and Berry: DS Collection","DS","2006","Misc","Sega",0,0,1.01,0,1.01
"6207","Winning Eleven: Pro Evolution Soccer 2007 (All Region sales)","X360","2006","Sports","Konami Digital Entertainment",0.08,0.9,0.02,0,1
"6208","Ace Combat X: Skies of Deception","PSP","2006","Simulation","Namco Bandai Games",0.37,0.31,0.12,0.19,0.99
"6209","Cars","DS","2006","Racing","THQ",0.85,0.05,0,0.08,0.98
"6210","Tamagotchi Connection: Corner Shop 2","DS","2006","Simulation","Namco Bandai Games",0.09,0.02,0.86,0.01,0.98
"6211","LEGO Star Wars II: The Original Trilogy","GC","2006","Action","LucasArts",0.75,0.19,0,0.03,0.97
"6212","Gangs of London","PSP","2006","Adventure","Sony Computer Entertainment",0.3,0.44,0,0.22,0.96
"6213","Mega Man Star Force Dragon / Leo / Pegasus","DS","2006","Action","Capcom",0.39,0,0.53,0.03,0.96
"6214","Cars","Wii","2006","Racing","THQ",0.83,0.04,0,0.07,0.94
"6215","Bully","PS2","2006","Action","Take-Two Interactive",0.75,0.03,0.04,0.12,0.94
"6216","MLB 06: The Show","PS2","2006","Sports","Sony Computer Entertainment",0.78,0.03,0,0.13,0.94
"6217","Cars","GC","2006","Racing","THQ",0.72,0.19,0,0.03,0.93
"6218","Blue Dragon","X360","2006","Role-Playing","Microsoft Game Studios",0.3,0.33,0.21,0.08,0.92
"6219","SpongeBob SquarePants: The Yellow Avenger","PSP","2006","Action","THQ",0.55,0.21,0,0.16,0.92
"6220","Sonic Riders","GC","2006","Racing","Sega",0.71,0.18,0,0.03,0.92
"6221","Hot Shots Tennis","PS2","2006","Sports","Sony Computer Entertainment",0.17,0.13,0.55,0.05,0.9
"6222","Killzone: Liberation","PSP","2006","Shooter","Sony Computer Entertainment",0.44,0.28,0,0.18,0.89
"6223","Monster 4X4: World Circuit","Wii","2006","Racing","Ubisoft",0.81,0,0.01,0.07,0.89
"6224","SingStar Anthems","PS2","2006","Misc","Sony Computer Entertainment",0,0.68,0,0.2,0.89
"6225","Tony Hawk's Project 8","PS2","2006","Sports","Activision",0.72,0.03,0,0.12,0.87
"6226","Lemmings","PSP","2006","Puzzle","Sony Computer Entertainment",0.12,0.52,0,0.23,0.87
"6227","Winning Eleven: Pro Evolution Soccer 2007","PSP","2006","Sports","Konami Digital Entertainment",0.01,0.72,0.12,0.01,0.86
"6228","Marvel: Ultimate Alliance","PS2","2006","Role-Playing","Activision",0.69,0.03,0,0.11,0.82
"6229","Disney's The Little Mermaid: Ariel's Undersea Adventure","DS","2006","Action","Disney Interactive Studios",0.73,0.03,0,0.06,0.81
"6230","The Sims 2: Pets","PSP","2006","Simulation","Electronic Arts",0.19,0.39,0,0.22,0.8
"6231","Dragon Ball Z: Budokai Tenkaichi 2","PS2","2006","Fighting","Atari",0.66,0.02,0,0.11,0.79
"6232","Tom Clancy's Splinter Cell: Double Agent","X360","2006","Action","Ubisoft",0.67,0.05,0.01,0.06,0.78
"6233","Metroid Prime Hunters","DS","2006","Shooter","Nintendo",0.58,0.04,0.11,0.06,0.78
"6234","Worms: Open Warfare","PSP","2006","Strategy","THQ",0.11,0.43,0,0.24,0.78
"6235","NBA 2K7","PS2","2006","Sports","Take-Two Interactive",0.65,0.02,0,0.11,0.78
"6236","Rockstar Games presents Table Tennis","X360","2006","Sports","Take-Two Interactive",0.28,0.39,0,0.09,0.76
"6237","Genji: Days of the Blade","PS3","2006","Action","Sony Computer Entertainment",0.18,0.38,0.06,0.14,0.76
"6238","MVP 06 NCAA Baseball","PS2","2006","Sports","Electronic Arts",0.62,0.02,0,0.1,0.75
"6239","Jump Ultimate Stars","DS","2006","Fighting","Nintendo",0,0,0.74,0,0.74
"6240","Mortal Kombat: Unchained","PSP","2006","Fighting","Midway Games",0.67,0.01,0,0.06,0.74
"6241","NCAA Football 07","X360","2006","Sports","Electronic Arts",0.67,0,0,0.06,0.73
"6242","Tiger Woods PGA Tour 07","PS2","2006","Sports","Electronic Arts",0.6,0.02,0,0.1,0.72
"6243","MX vs. ATV Unleashed: On the Edge","PSP","2006","Racing","THQ",0.64,0,0,0.05,0.69
"6244","Red Steel","Wii","2006","Shooter","Ubisoft",0.55,0.04,0.04,0.05,0.68
"6245","Tourist Trophy: The Real Riding Simulator","PS2","2006","Racing","Sony Computer Entertainment",0.28,0.22,0.11,0.07,0.68
"6246","Blazing Angels: Squadrons of WWII","PS3","2006","Simulation","Ubisoft",0.35,0.22,0,0.1,0.67
"6247","Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS","DS","2006","Misc","Rocket Company",0,0,0.67,0,0.67
"6248","WWE SmackDown vs. RAW 2007","PSP","2006","Fighting","THQ",0.33,0.2,0,0.14,0.67
"6249","Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou","DS","2006","Misc","IE Institute",0,0,0.66,0,0.66
"6250","Thrillville","PS2","2006","Strategy","Atari",0.55,0.02,0,0.09,0.66
"6251","LEGO Star Wars II: The Original Trilogy","X360","2006","Action","LucasArts",0.55,0.04,0,0.05,0.64
"6252","Onimusha: Dawn of Dreams","PS2","2006","Action","Capcom",0.15,0.12,0.34,0.04,0.64
"6253","Tony Hawk's Project 8","PS3","2006","Sports","Activision",0.3,0.23,0.01,0.1,0.63
"6254","Okami","PS2","2006","Action","Capcom",0.11,0.03,0.15,0.34,0.63
"6255","Madden NFL 07","GC","2006","Sports","Electronic Arts",0.48,0.13,0,0.02,0.62
"6256","Formula 1: Championship Edition","PS3","2006","Racing","Sony Computer Entertainment",0,0.57,0.04,0,0.61
"6257","Samurai Warriors 2","PS2","2006","Action","Tecmo Koei",0.02,0.02,0.57,0.01,0.61
"6258","Jaws Unleashed","PS2","2006","Action","THQ",0.5,0.02,0,0.08,0.6
"6259","NBA 2K7","X360","2006","Sports","Take-Two Interactive",0.53,0,0,0.04,0.58
"6260","Phoenix Wright: Ace Attorney - Justice for All","DS","2006","Adventure","Capcom",0.24,0.05,0.26,0.03,0.58
"6261","Naruto: Uzumaki Chronicles 2","PS2","2006","Action","Namco Bandai Games",0.28,0.22,0,0.07,0.58
"6262","Dogz","DS","2006","Simulation","Ubisoft",0.51,0.02,0,0.04,0.57
"6263","FIFA World Cup Germany 2006","PS2","2006","Sports","Electronic Arts",0.47,0.02,0,0.08,0.57
"6264","Arena Football","PS2","2006","Sports","Electronic Arts",0.28,0.22,0,0.07,0.56
"6265","Harry Potter Collection","PS2","2006","Misc","Electronic Arts",0.28,0.21,0,0.07,0.56
"6266","Tony Hawk's Project 8","PSP","2006","Sports","Activision",0.41,0.08,0,0.07,0.56
"6267","Catz","DS","2006","Simulation","Ubisoft",0.49,0.02,0,0.04,0.56
"6268","Rune Factory: A Fantasy Harvest Moon","DS","2006","Role-Playing","Rising Star Games",0.37,0.02,0.14,0.03,0.56
"6269","Rapala Tournament Fishing!","Wii","2006","Sports","Activision",0.51,0,0,0.04,0.56
"6270","NCAA Football 07","XB","2006","Sports","Electronic Arts",0.42,0.12,0,0.01,0.56
"6271","The Godfather (old US sales)","XB","2006","Action","Electronic Arts",0.42,0.11,0,0.02,0.55
"6272","Dragon Ball Z: Shin Budokai","PSP","2006","Fighting","Atari",0.26,0.08,0.13,0.07,0.55
"6273","FIFA Soccer 07","XB","2006","Sports","Electronic Arts",0.16,0.35,0,0.04,0.54
"6274","Excite Truck","Wii","2006","Racing","Nintendo",0.4,0.03,0.08,0.04,0.54
"6275","Star Fox Command","DS","2006","Shooter","Nintendo",0.39,0.01,0.1,0.04,0.54
"6276","Over the Hedge","PS2","2006","Platform","Activision",0.45,0.02,0,0.07,0.54
"6277","Mystery Dungeon: Shiren the Wanderer","DS","2006","Role-Playing","Sega",0.18,0,0.33,0.02,0.53
"6278","GT Pro Series","Wii","2006","Racing","Ubisoft",0.46,0.01,0.02,0.04,0.52
"6279","Tales of Destiny","PS2","2006","Role-Playing","Namco Bandai Games",0,0,0.52,0,0.52
"6280","Fight Night Round 3","PSP","2006","Fighting","Electronic Arts",0.46,0.02,0,0.05,0.52
"6281","Tomb Raider: Legend","PS2","2006","Action","Eidos Interactive",0.25,0.19,0.02,0.06,0.52
"6282","Madden NFL 07","PS3","2006","Sports","Electronic Arts",0.47,0,0.01,0.04,0.52
"6283","Kenkou Ouen Recipe 1000: DS Kondate Zenshuu","DS","2006","Misc","Nintendo",0,0,0.52,0,0.52
"6284","The Sims 2: Open for Business","PC","2006","Simulation","Electronic Arts",0.46,0.05,0,0,0.52
"6285","NBA Live 07","PSP","2006","Sports","Electronic Arts",0.47,0,0,0.04,0.51
"6286","SpongeBob SquarePants: Creature from the Krusty Krab","Wii","2006","Platform","THQ",0.45,0.02,0,0.04,0.51
"6287","WWE SmackDown vs. RAW 2007","X360","2006","Fighting","THQ",0.44,0.03,0,0.04,0.51
"6288","Ace Combat Zero: The Belkan War","PS2","2006","Simulation","Namco Bandai Games",0.15,0.12,0.2,0.04,0.51
"6289","NHL 07","PS2","2006","Sports","Electronic Arts",0.42,0.02,0,0.07,0.51
"6290","Burnout Revenge","X360","2006","Racing","Electronic Arts",0.42,0.05,0,0.04,0.51
"6291","Sonic Riders","PS2","2006","Racing","Sega",0.42,0.02,0,0.07,0.5
"6292","Tiger Woods PGA Tour 07","PS3","2006","Sports","Electronic Arts",0.31,0.12,0,0.07,0.5
"6293","Avatar: The Last Airbender","GC","2006","Adventure","THQ",0.39,0.1,0,0.01,0.5
"6294","Hitman: Blood Money","PS2","2006","Action","Eidos Interactive",0.25,0.19,0,0.06,0.5
"6295","Madden NFL 07","Wii","2006","Sports","Electronic Arts",0.46,0,0,0.04,0.5
"6296","Tony Hawk's Project 8","X360","2006","Sports","Activision",0.44,0.02,0,0.04,0.49
"6297","SpongeBob SquarePants: Creature from the Krusty Krab","DS","2006","Platform","THQ",0.45,0,0,0.04,0.49
"6298","Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus","PS2","2006","Shooter","Namco Bandai Games",0,0,0.49,0,0.49
"6299","Scarface: The World is Yours","XB","2006","Action","Vivendi Games",0.37,0.11,0,0.02,0.49
"6300","Children of Mana","DS","2006","Role-Playing","Nintendo",0.16,0.01,0.29,0.02,0.48
"6301","Destroy All Humans! 2","PS2","2006","Action","THQ",0.4,0.02,0,0.07,0.48
"6302","Tiger Woods PGA Tour 07","X360","2006","Sports","Electronic Arts",0.44,0,0,0.04,0.48
"6303","FIFA World Cup Germany 2006","X360","2006","Sports","Electronic Arts",0.19,0.27,0.01,0,0.48
"6304","The Godfather (JP sales)","PS2","2006","Action","Electronic Arts",0.39,0.02,0,0.06,0.47
"6305","Hamsterz Life","DS","2006","Action","Ubisoft",0.43,0.01,0,0.04,0.47
"6306","Valkyrie Profile 2: Silmeria","PS2","2006","Role-Playing","Square Enix",0.04,0.03,0.39,0.01,0.47
"6307","NBA Ballers: Phenom","PS2","2006","Sports","Midway Games",0.23,0.18,0,0.06,0.47
"6308","Need for Speed Carbon","XB","2006","Racing","Electronic Arts",0.35,0.1,0,0.02,0.47
"6309","Pirates of the Caribbean: Dead Man's Chest","GBA","2006","Adventure","Disney Interactive Studios",0.33,0.12,0,0.01,0.47
"6310","ATV Offroad Fury Pro","PSP","2006","Racing","Sony Computer Entertainment",0.37,0.04,0,0.05,0.46
"6311","Brothers In Arms: D-Day","PSP","2006","Shooter","Ubisoft",0.23,0.14,0,0.09,0.46
"6312","Bleach: The Blade of Fate","DS","2006","Fighting","Sega",0.3,0.01,0.12,0.03,0.46
"6313","Tomb Raider: Legend","PSP","2006","Action","Eidos Interactive",0.09,0.24,0,0.12,0.46
"6314","NBA Live 07","X360","2006","Sports","Electronic Arts",0.42,0,0,0.04,0.46
"6315","NFL Head Coach","PS2","2006","Sports","Electronic Arts",0.38,0.01,0,0.06,0.45
"6316","Shin Megami Tensei: Persona 3","PS2","2006","Role-Playing","Tecmo Koei",0.22,0.03,0,0.2,0.45
"6317","Major League Baseball 2K6","PS2","2006","Sports","Spike",0.37,0.01,0,0.06,0.44
"6318","The Godfather (US sales)","XB","2006","Action","Electronic Arts",0.33,0.1,0,0.02,0.44
"6319","LEGO Star Wars II: The Original Trilogy","XB","2006","Action","LucasArts",0.33,0.1,0,0.02,0.44
"6320","Master of Illusion","DS","2006","Puzzle","Nintendo",0.16,0,0.26,0.01,0.44
"6321","Castlevania: Portrait of Ruin","DS","2006","Platform","Konami Digital Entertainment",0.33,0.03,0.04,0.03,0.43
"6322","Tales of the World: Radiant Mythology","PSP","2006","Role-Playing","Ubisoft",0.17,0.01,0.23,0.02,0.43
"6323","Dawn of Mana","PS2","2006","Role-Playing","Square Enix",0.07,0.05,0.29,0.02,0.43
"6324","Microsoft Flight Simulator X","PC","2006","Simulation","Microsoft Game Studios",0.02,0.34,0,0.07,0.43
"6325","Juiced: Eliminator","PSP","2006","Racing","THQ",0.11,0.2,0,0.12,0.43
"6326","Naruto: Ninja Council 3","DS","2006","Action","D3Publisher",0.39,0,0,0.03,0.42
"6327","25 to Life","PS2","2006","Shooter","Eidos Interactive",0.35,0.01,0,0.06,0.42
